id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
429,43,Munoz et al.,2014,Other,"Spain, not representative",2086,Austerity package,Participation,1,Panel,6,0.11,0.09,NA,NA,NA,NA,NA,NA,No effect,"Table 2.4, page 33",0,NA,OLS,0,2,Moderator: public sector worker,NA,NA,Other,Political engagement,General,1.2222222222222223,1.2222222222222223,NA
430,43,Munoz et al.,2014,Other,"Spain, not representative",2086,Austerity package,Political interest,1,Panel,7,0.08,0.04,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2.4, page 33",0,NA,OLS,0,2,Moderator: public sector worker,NA,NA,Other,Political engagement,General,2,2,NA
431,43,Munoz et al.,2014,Other,"Spain, not representative",2086,Austerity package,Online political activism,1,Panel,8,0.15,0.08,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2.4, page 33",0,NA,OLS,0,2,Moderator: public sector worker,NA,NA,Other,Political engagement,General,1.875,1.875,NA
432,44,Shore,2014,Welfare,26 European countries,34666,Working-age adults and families benefits (%GDP),Turnout,0,Cross-sectional,1,0.167,0.051,NA,NA,0,1,NA,NA,Positive effect,"Table 3.1, page 50",0,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,General,3.274509803921569,3.274509803921569,NA
433,44,Shore,2014,Welfare,26 European countries,37705,Working-age adults and families benefits (%GDP),Contacted politician and/or signed petition,0,Cross-sectional,2,0.099,0.05,NA,NA,0,1,NA,NA,Positive effect,"Table 3.1, page 50",0,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,General,1.98,1.98,NA
434,44,Shore,2014,Welfare,26 European countries,34666,Working-age adults and families benefits (%GDP),Turnout,1,Cross-sectional,3,0.018,0.017,NA,NA,0,1,NA,NA,No effect,"Table 3.1, page 50",0,NA,Logit,2,2,Moderator: middle income,NA,NA,Social,Political engagement,General,1.0588235294117645,1.0588235294117645,NA
435,44,Shore,2014,Welfare,26 European countries,34666,Working-age adults and families benefits (%GDP),Turnout,1,Cross-sectional,4,0.046,0.019,NA,NA,0,1,NA,NA,Positive effect,"Table 3.1, page 50",0,NA,Logit,2,2,Moderator: high income,NA,NA,Social,Political engagement,General,2.4210526315789473,2.4210526315789473,NA
436,44,Shore,2014,Welfare,26 European countries,37705,Working-age adults and families benefits (%GDP),Contacted politician and/or signed petition,1,Cross-sectional,5,-0.008,0.013,NA,NA,0,1,NA,NA,No effect,"Table 3.1, page 50",0,NA,Logit,2,2,Moderator: middle income,NA,NA,Social,Political engagement,General,-0.6153846153846154,0.6153846153846154,NA
437,44,Shore,2014,Welfare,26 European countries,37705,Working-age adults and families benefits (%GDP),Contacted politician and/or signed petition,1,Cross-sectional,6,-0.042,0.014,NA,NA,0,1,NA,NA,Negative effect,"Table 3.1, page 50",0,NA,Logit,2,2,Moderator: high income,NA,NA,Social,Political engagement,General,-3,3,NA
438,45,Gingrich,2014,Welfare,16 European countries,26183,Tax benefits,Vote for right-wing party,1,Cross-sectional,1,-0.05,0.21,NA,NA,0,1,NA,NA,No effect,Table 5.2,0,NA,Logit,2,1,Moderator: redistribution preference,NA,NA,Social,Political attitude,General,-0.2380952380952381,0.2380952380952381,NA
439,45,Gingrich,2014,Welfare,16 European countries,26183,Income tax,Vote for right-wing party,1,Cross-sectional,2,-0.55,0.05,NA,NA,0,1,NA,NA,Negative effect,Table 5.2,0,NA,Logit,2,1,Moderator: redistribution preference,NA,NA,Social,Political attitude,General,-11,11,NA
440,45,Gingrich,2014,Welfare,16 European countries,26183,Tax breaks,Vote for right-wing party,1,Cross-sectional,3,0.64,0.34,NA,NA,0,1,NA,NA,Positive effect,Table 5.2,0,NA,Logit,2,1,Moderator: redistribution preference,NA,NA,Social,Political attitude,General,1.8823529411764706,1.8823529411764706,NA
441,45,Gingrich,2014,Welfare,16 European countries,51166,Welfare state visibility,Vote for right-wing party,1,Cross-sectional,4,-0.01,0.01,NA,NA,0,1,NA,NA,Negative effect,Table 5.3,0,NA,Logit,2,1,Moderator: redistribution preference,NA,NA,Social,Political attitude,General,-1,1,NA
442,46,Van Oorschot and Meuleman,2014,Welfare,23 European countries,41001,"Replacement rate, long-term unemployment",Deservingness of the unemployed,0,Cross-sectional,1,-0.25,NA,NA,NA,NA,NA,NA,NA,Negative effect (p<0.01),"Table 12.1, page 256",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,NA,NA,NA
443,46,Van Oorschot and Meuleman,2014,Welfare,23 European countries,41001,Total social expenditure,Deservingness of the unemployed,1,Cross-sectional,2,0.06,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.05),"Table 12.1, page 256",0,NA,OLS,2,3,Moderator: income,NA,NA,Social,Policy attitude,General,NA,NA,NA
444,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, health care",Performance evaluation,0,Experiment,1,14,NA,0,1,NA,NA,NA,NA,Positive effect (p<0.05),Table 14.2,0,1,Mean test,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
445,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, health care",Performance evaluation,0,Experiment,2,10,NA,0,1,NA,NA,NA,NA,Positive effect (p<0.05),Table 14.2,0,1,Mean test,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
446,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, education",Performance evaluation,0,Experiment,4,2,NA,0,1,NA,NA,NA,NA,No effect,Table 14.2,0,0,Mean test,2,1,NA,NA,None,Social,Political attitude,General,NA,NA,NA
447,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, education",Performance evaluation,0,Experiment,5,8,NA,0,1,NA,NA,NA,NA,Positive effect (p<0.05),Table 14.2,0,1,Mean test,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
448,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, elder care",Performance evaluation,0,Experiment,6,9,NA,0,1,NA,NA,NA,NA,Positive effect (p<0.05),Table 14.2,0,1,Mean test,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
449,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, elder care",Performance evaluation,0,Experiment,7,7,NA,0,1,NA,NA,NA,NA,Positive effect (p<0.05),Table 14.2,0,1,Mean test,2,1,NA,NA,Positive,Social,Political attitude,General,NA,NA,NA
450,47,Kumlin,2014,Welfare,Swedish convenience sample,450,"Policy information, inequality",Performance evaluation,0,Experiment,8,3,NA,0,1,NA,NA,NA,NA,No effect,Table 14.2,0,0,Mean test,2,1,NA,NA,None,Social,Political attitude,General,NA,NA,NA
451,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,User home-care,"Spending preference, child-care",0,Cross-sectional,1,-0.755,NA,NA,NA,NA,NA,NA,NA,Negative effect (p<0.01),"Table 13.3, page 283",1,-1,Logit,2,3,NA,NA,Negative,Social,Policy attitude,Personal,NA,NA,NA
452,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,User home-care,"Spending preference, schools",0,Cross-sectional,2,-0.994,NA,NA,NA,NA,NA,NA,NA,Negative effect (p<0.01),"Table 13.3, page 283",1,-1,Logit,1,3,NA,NA,Negative,Education,Policy attitude,Personal,NA,NA,NA
453,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,User home-care,"Spending preference, home-care",0,Cross-sectional,3,0.944,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",1,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,Personal,NA,NA,NA
454,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,User home-care,"Spending preference, nursing homes",0,Cross-sectional,4,0.215,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",1,0,Logit,2,3,NA,NA,None,Social,Policy attitude,Personal,NA,NA,NA
455,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,User nursing-home,"Spending preference, child-care",0,Cross-sectional,5,1.172,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.05),"Table 13.3, page 283",1,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,Personal,NA,NA,NA
456,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,User nursing-home,"Spending preference, schools",0,Cross-sectional,6,1.241,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.05),"Table 13.3, page 283",1,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,Personal,NA,NA,NA
457,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,User nursing-home,"Spending preference, home-care",0,Cross-sectional,7,-0.386,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",1,0,Logit,2,3,NA,NA,None,Social,Policy attitude,Personal,NA,NA,NA
458,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,User nursing-home,"Spending preference, nursing homes",0,Cross-sectional,8,0.315,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",1,0,Logit,2,3,NA,NA,None,Social,Policy attitude,Personal,NA,NA,NA
459,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,Second-order user child-care,"Spending preference, child-care",0,Cross-sectional,9,1.435,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
460,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,Second-order user child-care,"Spending preference, schools",0,Cross-sectional,10,0.385,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,General,NA,NA,NA
461,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,Second-order user child-care,"Spending preference, home-care",0,Cross-sectional,11,-0.062,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
462,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,Second-order user child-care,"Spending preference, nursing homes",0,Cross-sectional,12,-0.198,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.05),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
463,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,Second-order user schools,"Spending preference, child-care",0,Cross-sectional,13,0.47,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
464,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,Second-order user schools,"Spending preference, schools",0,Cross-sectional,14,1.609,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,General,NA,NA,NA
465,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,Second-order user schools,"Spending preference, home-care",0,Cross-sectional,15,-0.236,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
466,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,Second-order user schools,"Spending preference, nursing homes",0,Cross-sectional,16,-0.315,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
467,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,Second-order user home-care,"Spending preference, child-care",0,Cross-sectional,17,0.174,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
468,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,Second-order user home-care,"Spending preference, schools",0,Cross-sectional,18,0.315,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,1,3,NA,NA,Positive,Education,Policy attitude,General,NA,NA,NA
469,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,Second-order user home-care,"Spending preference, home-care",0,Cross-sectional,19,0.798,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
470,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,Second-order user home-care,"Spending preference, nursing homes",0,Cross-sectional,20,0.255,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.05),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
471,48,Hedegaard and Larsen,2014,Welfare,Danish representative,4753,Second-order user nursing home,"Spending preference, child-care",0,Cross-sectional,21,0.3,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",0,0,Logit,2,3,NA,NA,None,Social,Policy attitude,General,NA,NA,NA
472,48,Hedegaard and Larsen,2014,Education,Danish representative,4612,Second-order user nursing home,"Spending preference, schools",0,Cross-sectional,22,0.239,NA,NA,NA,NA,NA,NA,NA,No effect,"Table 13.3, page 283",0,0,Logit,1,3,NA,NA,None,Education,Policy attitude,General,NA,NA,NA
473,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5032,Second-order user nursing home,"Spending preference, home-care",0,Cross-sectional,23,0.166,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
474,48,Hedegaard and Larsen,2014,Welfare,Danish representative,5036,Second-order user nursing home,"Spending preference, nursing homes",0,Cross-sectional,24,0.536,NA,NA,NA,NA,NA,NA,NA,Positive effect (p<0.01),"Table 13.3, page 283",0,1,Logit,2,3,NA,NA,Positive,Social,Policy attitude,General,NA,NA,NA
475,49,Sumino,2016,Other,19 rich and middle-income countries,18812,Share of taxes in household income (level),"Support for taxation, level",0,Cross-sectional,1,-0.133,0.139,NA,NA,-1,1,NA,NA,No effect,"Table 1, page 1125",0,0,Ordered logit,0,1,NA,NA,None,Other,Political attitude,General,-0.9568345323741007,0.9568345323741007,NA
476,49,Sumino,2016,Other,19 rich and middle-income countries,18812,Share of taxes in household income (level),"Support for taxation, level",0,Cross-sectional,2,-0.179,0.16,NA,NA,-1,1,NA,NA,No effect,"Table 1, page 1125",0,0,Ordered logit,0,1,NA,NA,None,Other,Political attitude,General,-1.11875,1.11875,NA
477,49,Sumino,2016,Other,19 rich and middle-income countries,18812,Share of taxes in household income (concentration),"Support for taxation, level",1,Cross-sectional,3,-0.188,0.042,NA,NA,-1,1,NA,NA,Negative effect,"Table 1, page 1125",0,NA,Ordered logit,0,1,Moderator: income,NA,NA,Other,Political attitude,General,-4.476190476190476,4.476190476190476,NA
478,49,Sumino,2016,Other,19 rich and middle-income countries,18812,Share of taxes in household income (concentration),"Support for taxation, level",1,Cross-sectional,4,-0.018,0.048,NA,NA,-1,1,NA,NA,No effect,"Table 1, page 1125",0,NA,Ordered logit,0,1,Moderator: income,NA,NA,Other,Political attitude,General,-0.37499999999999994,0.37499999999999994,NA
479,49,Sumino,2016,Other,19 rich and middle-income countries,18940,Share of taxes in household income (level),"Support for taxation, progressivity",0,Cross-sectional,5,-0.364,0.15,NA,NA,-1,1,NA,NA,Negative effect,"Table 2, page 1127",0,-1,Ordered logit,0,1,NA,NA,Negative,Other,Political attitude,General,-2.4266666666666667,2.4266666666666667,NA
480,49,Sumino,2016,Other,19 rich and middle-income countries,18940,Share of taxes in household income (level),"Support for taxation, progressivity",0,Cross-sectional,6,-0.365,0.172,NA,NA,-1,1,NA,NA,Negative effect,"Table 2, page 1127",0,-1,Ordered logit,0,1,NA,NA,Negative,Other,Political attitude,General,-2.122093023255814,2.122093023255814,NA
481,49,Sumino,2016,Other,19 rich and middle-income countries,18940,Share of taxes in household income (concentration),"Support for taxation, progressivity",1,Cross-sectional,7,-0.18,0.092,NA,NA,-1,1,NA,NA,Negative effect,"Table 2, page 1127",0,NA,Ordered logit,0,1,Moderator: income,NA,NA,Other,Political attitude,General,-1.9565217391304348,1.9565217391304348,NA
482,49,Sumino,2016,Other,19 rich and middle-income countries,18940,Share of taxes in household income (concentration),"Support for taxation, progressivity",1,Cross-sectional,8,-0.044,0.106,NA,NA,-1,1,NA,NA,No effect,"Table 2, page 1127",0,NA,Ordered logit,0,1,Moderator: income,NA,NA,Other,Political attitude,General,-0.4150943396226415,0.4150943396226415,NA
483,50,MacLean,2011,Welfare,18 African countries,20630,Any experience with public schools,Registered to vote,0,Cross-sectional,1,0.357,NA,0,1,0,1,NA,0.344,Positive effect,"Table 3, page 1249",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,NA,NA,NA
484,50,MacLean,2011,Welfare,18 African countries,21582,Any experience with public clinics,Registered to vote,0,Cross-sectional,2,0.112,NA,0,1,0,1,NA,0.344,Positive effect,"Table 3, page 1249",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,NA,NA,NA
485,50,MacLean,2011,Welfare,18 African countries,20630,Any experience with public schools,Turnout,0,Cross-sectional,1,0.24,NA,0,1,0,1,NA,0.248,Positive effect,"Table 4, page 1250",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,NA,NA,NA
486,50,MacLean,2011,Welfare,18 African countries,21582,Any experience with public clinics,Turnout,0,Cross-sectional,2,0.15,NA,0,1,0,1,NA,0.248,Positive effect,"Table 4, page 1250",1,1,Logit,2,2,NA,NA,Positive,Social,Political engagement,Personal,NA,NA,NA
487,50,MacLean,2011,Welfare,18 African countries,21040,Any experience with public schools,Contacting political leaders,0,Cross-sectional,1,0.813,0.053,0,1,0,1,NA,0.491,Positive effect,"Table 5, page 1252",1,1,OLS,2,2,NA,NA,Positive,Social,Political engagement,Personal,15.339622641509433,15.339622641509433,NA
488,50,MacLean,2011,Welfare,18 African countries,21921,Any experience with public clinics,Contacting political leaders,0,Cross-sectional,2,0.81,0.063,0,1,0,1,NA,0.491,Positive effect,"Table 5, page 1252",1,1,OLS,2,2,NA,NA,Positive,Social,Political engagement,Personal,12.857142857142858,12.857142857142858,NA
489,50,MacLean,2011,Welfare,18 African countries,21735,Any experience with public schools,Nonelectoral political participation,0,Cross-sectional,1,0.337,0.031,0,1,0,3,NA,NA,Positive effect,"Table 6, page 1253",1,1,OLS,2,2,NA,NA,Positive,Social,Political engagement,Personal,10.870967741935484,10.870967741935484,NA
490,50,MacLean,2011,Welfare,18 African countries,22675,Any experience with public clinics,Nonelectoral political participation,0,Cross-sectional,2,0.364,0.038,0,1,0,3,NA,NA,Positive effect,"Table 6, page 1253",1,1,OLS,2,2,NA,NA,Positive,Social,Political engagement,Personal,9.578947368421053,9.578947368421053,NA
491,51,Bendz,2015,Health care,Sweden,5636,Health care reform,Privatization of health care,0,Longitudinal,1,-0.33,NA,NA,NA,0,1,NA,NA,Negative effect,"Table 2, page 325",0,-1,Logit,3,3,NA,NA,Negative,Health care,Policy attitude,General,NA,NA,NA
492,51,Bendz,2015,Health care,Sweden,5636,Health care reform,Privatization of health care,1,Longitudinal,2,0.01,NA,NA,NA,0,1,NA,NA,No effect,"Table 2, page 325",0,-1,Logit,3,3,Moderator: left ideology,NA,Negative,Health care,Policy attitude,General,NA,NA,NA
493,51,Bendz,2015,Health care,Sweden,5636,Health care reform,Privatization of health care,1,Longitudinal,3,0.29,NA,NA,NA,0,1,NA,NA,No effect,"Table 2, page 325",0,-1,Logit,3,3,Moderator: center-left ideology,NA,Negative,Health care,Policy attitude,General,NA,NA,NA
494,51,Bendz,2015,Health care,Sweden,5636,Health care reform,Privatization of health care,1,Longitudinal,4,-0.41,NA,NA,NA,0,1,NA,NA,Negative effect,"Table 2, page 325",0,-1,Logit,3,3,Moderator: center-right ideology,NA,Negative,Health care,Policy attitude,General,NA,NA,NA
495,51,Bendz,2015,Health care,Sweden,5636,Health care reform,Privatization of health care,1,Longitudinal,5,-1.06,NA,NA,NA,0,1,NA,NA,Negative effect,"Table 2, page 325",0,-1,Logit,3,3,Moderator: right ideology,NA,Negative,Health care,Policy attitude,General,NA,NA,NA
496,52,Hern,2016,Other,Zambia,1489,Full policy access,Political engagement,0,Cross-sectional,1,0.32,0.21,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 11 (Early View)",1,1,Ordinal logit,0,2,NA,NA,Positive,Other,Political engagement,Personal,1.523809523809524,1.523809523809524,NA
497,52,Hern,2016,Other,Zambia,1489,Marginal policy access,Political engagement,0,Cross-sectional,2,0.39,0.19,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 11 (Early View)",1,1,Ordinal logit,0,2,NA,NA,Positive,Other,Political engagement,Personal,2.0526315789473686,2.0526315789473686,NA
498,52,Hern,2016,Other,Zambia,1486,Full policy access,Political participation,0,Cross-sectional,3,0.7,0.28,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 11 (Early View)",1,1,Ordinal logit,0,2,NA,NA,Positive,Other,Political engagement,Personal,2.4999999999999996,2.4999999999999996,NA
499,52,Hern,2016,Other,Zambia,1486,Marginal policy access,Political participation,0,Cross-sectional,4,0.54,0.21,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 11 (Early View)",1,1,Ordinal logit,0,2,NA,NA,Positive,Other,Political engagement,Personal,2.5714285714285716,2.5714285714285716,NA
500,53,Hern,2016,Other,Zambia,1038,Government project access,Collective behavior index,0,Cross-sectional,1,-0.16,0.03,0,8,0,3,NA,NA,Negative effect,"Table 1, page 11 (Early View)",1,-1,Ordinal logit,0,2,NA,NA,Negative,Other,Political engagement,Personal,-5.333333333333334,5.333333333333334,NA
501,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),Traditional values,1,Cross-sectional,1,-0.001,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,1,Moderator: mother,NA,NA,Social,Political attitude,General,-1,1,NA
502,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),Traditional values,1,Cross-sectional,2,0,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,1,Moderator: father,NA,NA,Social,Political attitude,General,0,0,NA
503,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,Traditional values,1,Cross-sectional,3,0.07,0.02,0,1,NA,NA,NA,NA,Positive interaction effect,"Table 2, page 757",0,NA,OLS,2,1,Moderator: mother,NA,NA,Social,Political attitude,General,3.5000000000000004,3.5000000000000004,NA
504,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,Traditional values,1,Cross-sectional,4,-0.07,0.02,0,1,NA,NA,NA,NA,Negative interaction effect,"Table 2, page 757",0,NA,OLS,2,1,Moderator: father,NA,NA,Social,Political attitude,General,-3.5000000000000004,3.5000000000000004,NA
505,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),"Government provision, child care (reverse)",1,Cross-sectional,5,0.003,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: mother,NA,NA,Social,Policy attitude,General,3,3,NA
506,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),"Government provision, child care (reverse)",1,Cross-sectional,6,-0.001,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: father,NA,NA,Social,Policy attitude,General,-1,1,NA
507,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,"Government provision, child care (reverse)",1,Cross-sectional,7,-0.11,0.03,0,1,NA,NA,NA,NA,Negative interaction effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: mother,NA,NA,Social,Policy attitude,General,-3.666666666666667,3.666666666666667,NA
508,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,"Government provision, child care (reverse)",1,Cross-sectional,8,-0.1,0.03,0,1,NA,NA,NA,NA,Negative interaction effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: father,NA,NA,Social,Policy attitude,General,-3.3333333333333335,3.3333333333333335,NA
509,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),Government responsibility index (reverse),1,Cross-sectional,9,0,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: mother,NA,NA,Social,Policy attitude,General,0,0,NA
510,54,Banducci et al.,2016,Welfare,28 countries,45253,Family leave (months),Government responsibility index (reverse),1,Cross-sectional,10,-0.001,0.001,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: father,NA,NA,Social,Policy attitude,General,-1,1,NA
511,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,Government responsibility index (reverse),1,Cross-sectional,11,-0.04,0.02,0,1,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: mother,NA,NA,Social,Policy attitude,General,-2,2,NA
512,54,Banducci et al.,2016,Welfare,28 countries,45253,Universal child benefits,Government responsibility index (reverse),1,Cross-sectional,12,-0.03,0.03,0,1,NA,NA,NA,NA,No effect,"Table 2, page 757",0,NA,OLS,2,3,Moderator: father,NA,NA,Social,Policy attitude,General,-1,1,NA
513,55,Lavery,2017,Education,U.S.,332,Policy exposure,Internal political efficacy,0,Experiment,1,0.478,0.33,NA,NA,NA,NA,NA,NA,Positive effect,"Table 6, page 224",1,1,OLS,1,2,NA,NA,Positive,Education,Political engagement,Personal,1.4484848484848483,1.4484848484848483,NA
514,55,Lavery,2017,Education,U.S.,332,Policy exposure,External political efficacy,0,Experiment,2,0.201,0.179,NA,NA,NA,NA,NA,NA,No effect,"Table 6, page 224",1,0,OLS,1,2,NA,NA,None,Education,Political engagement,Personal,1.122905027932961,1.122905027932961,NA
515,55,Lavery,2017,Education,U.S.,340,Policy exposure,Federal involvement in education,0,Experiment,3,-0.205,0.085,NA,NA,NA,NA,NA,NA,Negative efect,"Table 6, page 224",1,-1,OLS,1,2,NA,NA,Negative,Education,Political engagement,Personal,-2.411764705882353,2.411764705882353,NA
516,56,Lerman and McCabe,2017,Health care,U.S.,4389,Public insurance,Support ACA,0,Cross-sectional,1,0.05,0.02,0,1,0,0,0.485,0.495,Positive effect,"Table 1, page 632",1,1,OLS,3,3,NA,0.04898989898989899,Positive,Health care,Policy attitude,Personal,2.5,2.5,0.04898989898989899
517,56,Lerman and McCabe,2017,Health care,U.S.,4347,Public insurance,Dont cut Medicare,0,Cross-sectional,2,0.08,0.03,0,1,0,1,0.485,0.479,Positive effect,"Table 1, page 632",1,1,OLS,3,3,NA,0.08100208768267224,Positive,Health care,Policy attitude,Personal,2.666666666666667,2.666666666666667,0.08100208768267224
518,57,Schneider and Jacoby,2003,Welfare,U.S.,1539,"Public assistance, social insurance",Government service vs. spending,0,Cross-sectional,1,-0.05,0.062,NA,NA,NA,NA,NA,NA,No effect,"Table 2, page 221",1,0,OLS,2,3,Standardized regression coefficient: -0.028,-0.028,None,Social,Policy attitude,Personal,-0.8064516129032259,0.8064516129032259,0.028
519,57,Schneider and Jacoby,2003,Welfare,U.S.,1539,"Public assistance, welfare",Government service vs. spending,0,Cross-sectional,2,0.172,0.071,NA,NA,NA,NA,NA,NA,Positive effect,"Table 2, page 221",1,1,OLS,2,3,Standardized regression coefficient: 0.060,0.06,Positive,Social,Policy attitude,Personal,2.4225352112676055,2.4225352112676055,0.06
